run_id,phase,params_json,trades,win_rate,non_loss_rate,profit_factor,net_profit,max_drawdown,sharpe_ratio,annual_return,composite_score,elapsed_sec
p2_7b741a28,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.25, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",974,60.78,71.15,3.14,737072.0,1.15,4.57,24.57,2.9353,59.6
p2_3501e26a,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.75, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",974,60.78,71.15,3.18,752580.0,1.15,4.55,25.09,2.9891,59.2
p2_50bbdd8d,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 0.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1071,63.98,74.78,3.34,1008214.0,1.49,5.97,33.61,3.2902,60.6
p2_6d9c08d0,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 0.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 240.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1064,68.75,80.6,3.59,1174485.0,1.26,6.36,39.15,3.5448,60.3
p2_a7714b9a,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.75, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",788,57.49,68.53,3.19,933552.0,1.6,4.93,31.12,3.139,62.3
p2_75255baf,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",965,68.69,76.36,2.93,870758.0,1.51,4.59,29.03,2.8578,59.9
p2_762803c0,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 30.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.25, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",835,49.45,56.06,2.29,432181.0,1.08,3.21,14.41,1.8911,57.8
p2_14216d0c,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",770,60.12,69.6,2.98,929343.0,1.5,4.73,30.98,2.9353,58.3
p2_981cc7f4,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 240.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1035,68.16,80.46,3.28,993227.0,1.45,5.28,33.11,3.2324,61.6
p2_04a331cc,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 30.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.0, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1021,54.63,62.77,2.45,453599.0,1.18,3.68,15.12,2.0608,56.9
p2_10474b19,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 3.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1202,66.54,79.44,3.03,1193765.0,1.55,4.95,39.79,2.983,63.0
p2_735b8322,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.0, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1101,66.52,79.55,3.52,1123407.0,1.5,5.02,37.45,3.4672,59.7
p2_7d819cb9,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.25, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",1043,66.63,79.82,3.45,1021060.0,1.55,4.9,34.04,3.3965,60.5
p2_09edaeab,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.75, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",933,65.72,79.0,3.41,852921.0,1.54,4.76,28.43,3.3048,62.2
p2_1faa28f4,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 5.0, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",893,65.4,78.73,3.31,768446.0,1.49,4.49,25.61,3.1175,57.9
p2_9332bd7e,2,"{""timeframes"": [""M1"", ""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 5.5, ""max_positions"": 1, ""bonus_max_positions"": 0, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5, ""tp_sl_ratio"": 1.2, ""sl_min_pips"": 8.0, ""range_day_bbw_threshold"": 0.25, ""range_day_score_premium"": 0.3, ""weak_hours_score_premium"": 0.5, ""sg_spread_penalty_rate"": 0.2, ""sg_off_hours_penalty"": 0.25, ""sg_volatility_penalty"": 0.05, ""sg_recent_loss_penalty"": 0.1}",748,63.36,77.87,3.1,576754.0,1.76,3.95,19.23,2.7174,61.4
