run_id,stage,params_json,trades,win_rate,non_loss_rate,profit_factor,net_profit,max_drawdown,sharpe_ratio,annual_return,composite_score,elapsed_sec
s2_fdf506de,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 2.0}",1049,68.6,80.98,4.32,1160202.0,1.15,5.95,38.67,4.2703,44.7
s2_78e4ae3f,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 0.5}",1141,67.14,79.66,3.76,1236339.0,1.63,5.74,41.21,3.6987,46.3
s2_d88aae9d,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 3.0}",1358,66.38,78.71,4.01,1635987.0,1.62,6.53,54.53,3.945,49.0
s2_12ab4417,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5}",247,73.13,85.42,7.55,440878.0,1.12,3.84,14.7,7.4654,46.0
s2_b3f9e403,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 2.0}",1327,67.34,79.59,4.62,1690232.0,1.44,6.86,56.34,4.5535,44.6
s2_0536b28e,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 2.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
s2_9080a6fe,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 2.0}",1327,67.34,79.59,4.62,1690232.0,1.44,6.86,56.34,4.5535,46.4
s2_a3a05818,2,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 2.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5
s2_d873b15f,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0}",483,70.82,78.95,4.79,469550.0,0.86,4.35,15.65,4.7488,57.4
s2_10272857,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 3.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
s2_e2676942,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 0.5}",1715,59.05,68.04,2.74,1092664.0,1.85,5.24,36.42,2.6893,54.5
s2_a2499fe1,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 1.0}",1715,59.05,68.04,2.74,1092664.0,1.85,5.24,36.42,2.6893,52.8
s2_5b4bedb5,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 1.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5
s2_c982c820,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 1.0}",1564,62.42,71.28,3.52,1300441.0,1.33,5.86,43.35,3.4732,52.3
s2_a75f61c2,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 1.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1
s2_6dd08851,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8
s2_6bfc2e8d,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5}",877,68.18,76.56,5.2,876613.0,0.96,5.33,29.22,5.1501,57.0
s2_1b7e464c,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8
s2_572549b2,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 3.0}",1564,62.42,71.28,3.52,1300441.0,1.33,5.86,43.35,3.4732,54.1
s2_024c1f82,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 3.0}",1465,63.92,72.96,3.98,1251351.0,1.35,5.97,41.71,3.9263,54.8
s2_1f40aca5,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 3.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5
s2_77b729ef,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 3.0}",1797,57.15,66.5,2.38,1004986.0,1.92,4.64,33.5,2.3343,53.1
s2_317d48ba,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 2.0}",960,66.25,75.66,4.33,873429.0,1.19,5.58,29.11,4.2785,52.6
s2_c86a9212,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 0.5}",1340,65.11,74.35,4.03,1138584.0,1.34,6.03,37.95,3.976,51.5
s2_9f15bc7c,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5}",158,72.63,79.13,6.06,230048.0,0.53,3.01,7.67,6.0279,56.0
s2_43f6a4dc,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 2.0}",1340,65.11,74.35,4.03,1138584.0,1.34,6.03,37.95,3.976,53.2
s2_c631c1f8,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 0.5}",1223,64.53,74.76,4.05,1095483.0,1.35,5.84,36.52,3.9953,53.4
s2_2888b3f6,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 3.0}",1715,59.05,68.04,2.74,1092664.0,1.85,5.24,36.42,2.6893,53.9
s2_4f012f07,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 0.5}",158,72.63,79.13,6.06,230048.0,0.53,3.01,7.67,6.0279,55.3
s2_5755f4fe,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 2.0}",1750,58.37,67.52,2.7,1150857.0,1.6,5.32,38.36,2.6568,53.4
s2_412ae4eb,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 2.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5
s2_9c1c4db5,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 2.0}",1750,58.37,67.52,2.7,1150857.0,1.6,5.32,38.36,2.6568,50.5
s2_ddc79321,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 6.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 2.0}",121,72.77,80.56,13.67,182409.0,0.48,2.91,6.08,8.0279,56.0
s2_035fb980,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 3.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0}",1010,67.88,76.41,4.46,956214.0,1.1,5.68,31.87,4.4109,53.7
s2_3882e478,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 3.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 3.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5
s2_3e6be69b,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 1.0, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 0.5}",1849,57.97,66.79,2.45,1083312.0,1.98,4.9,36.11,2.4015,50.0
s2_9f44d1a9,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 5.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 1.0}",1849,57.97,66.79,2.45,1083312.0,1.98,4.9,36.11,2.4015,54.6
s2_942ece90,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 4.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 1.0}",256,65.47,76.54,4.0,291193.0,1.08,2.88,9.71,3.9568,54.3
s2_32dd1990,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 2.5, ""consensus_confirm_weight"": 5.0, ""consensus_manage_weight"": 1.5, ""consensus_other_weight"": 1.0}",1709,60.38,68.91,2.87,1309428.0,1.56,5.26,43.65,2.8252,53.8
s2_44dcc2a2,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 3.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 1.0, ""consensus_other_weight"": 1.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5
s2_ef4c2d3d,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 1.0, ""consensus_manage_weight"": 0.5, ""consensus_other_weight"": 1.0}",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6
s2_89a758e8,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5}",1282,65.98,74.97,4.53,1229475.0,1.0,5.79,40.98,4.4847,54.0
s2_adfc3054,2,"{""timeframes"": [""M15"", ""H1"", ""H4"", ""D1""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4"", ""D1""], ""consensus_threshold"": 5.5, ""consensus_primary_weight"": 2.0, ""consensus_entry_weight"": 0.5, ""consensus_confirm_weight"": 2.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5}",145,71.34,78.3,6.32,207580.0,0.57,2.81,6.92,6.0745,54.8
